title,summary,link,published,source,collected_at
Lebanon Latest: Talks scheduled as Israeli strikes continue,"Israeli strikes in southern Lebanon push death toll past 2,000, as talks loom and ceasefire divisions deepen.",https://www.aljazeera.com/video/newsfeed/2026/4/13/aje-onl-aje_onl_lebanon_wrap-130426?traffic_source=rss,"Mon, 13 Apr 2026 15:41:15 +0000",Al Jazeera,2026-04-14T00:29:23.121324
Trump’s threat to blockade Hormuz: Why it’s the latest major escalation,Analysts warn Washington&#039;s blockade could harm the fragile ceasefire between the US and Iran.,https://www.aljazeera.com/news/2026/4/13/trumps-threat-to-blockade-hormuz-why-its-wars-latest-major-escalation?traffic_source=rss,"Mon, 13 Apr 2026 14:14:35 +0000",Al Jazeera,2026-04-14T00:29:23.121351
Pakistan eyes narrow window to resuscitate US-Iran talks after breakdown,"US and Iran end marathon Islamabad talks without agreement, leaving fragile ceasefire under growing strain.",https://www.aljazeera.com/news/2026/4/13/pakistan-eyes-narrow-window-to-resuscitate-us-iran-talks-after-breakdown?traffic_source=rss,"Mon, 13 Apr 2026 13:54:35 +0000",Al Jazeera,2026-04-14T00:29:23.121355
"Israeli forces kill three Palestinians in Gaza, arrest dozens in West Bank","Attacks come as Palestinian groups meet mediators from Egypt, Turkiye and Qatar in Cairo to discuss fragile &#039;ceasefire&#039;.",https://www.aljazeera.com/news/2026/4/13/israeli-forces-kill-three-palestinians-in-gaza-arrest-dozens-in-west-bank?traffic_source=rss,"Mon, 13 Apr 2026 12:52:40 +0000",Al Jazeera,2026-04-14T00:29:23.121359
At least six killed in Israeli strikes in southern Lebanon,"Attacks come as Israel says it is close to taking over a major town in the south, and before peace talks in the US.",https://www.aljazeera.com/news/2026/4/13/at-least-six-killed-in-israeli-strikes-in-southern-lebanon?traffic_source=rss,"Mon, 13 Apr 2026 12:39:20 +0000",Al Jazeera,2026-04-14T00:29:23.121362
Cement company Lafarge found guilty in Syria terrorism financing case,A French court has found cement company Lafarge guilty of financing armed groups during the Syrian war.,https://www.aljazeera.com/video/newsfeed/2026/4/13/cement-company-lafarge-found-guilty-in-syria-terrorism-financing-case?traffic_source=rss,"Mon, 13 Apr 2026 12:18:27 +0000",Al Jazeera,2026-04-14T00:29:23.121365
Israel is trying to change Jerusalem’s religious identity,Israel is destroying the Status Quo to establish full control over Muslim and Christian religious life at holy sites.,https://www.aljazeera.com/opinions/2026/4/13/israel-is-trying-to-change-jerusalems-religious-identity?traffic_source=rss,"Mon, 13 Apr 2026 12:02:43 +0000",Al Jazeera,2026-04-14T00:29:23.121371
Tear gas fired at India workers demanding higher wages as living costs rise,Factory workers protest in national capital&#039;s suburb of Noida as living costs across the world rise due to the Iran war.,https://www.aljazeera.com/news/2026/4/13/tear-gas-fired-at-indian-workers-demanding-higher-wage-as-living-costs-rise?traffic_source=rss,"Mon, 13 Apr 2026 11:35:21 +0000",Al Jazeera,2026-04-14T00:29:23.121374
Iran’s army says US plan to blockade Hormuz ‘amounts to piracy’,"The US restrictions on maritime navigation and transit in international waters are illegal, Iranian military says.",https://www.aljazeera.com/news/2026/4/13/irans-army-says-us-plans-to-blockade-hormuz-amounts-to-piracy?traffic_source=rss,"Mon, 13 Apr 2026 10:52:32 +0000",Al Jazeera,2026-04-14T00:29:23.121388
Ghanaian footballer killed after armed attackers open fire at team bus,"The team was returning from a match when they were attacked by ""masked men wielding guns"", officials say.",https://www.bbc.com/news/articles/czx97pkyy9po?at_medium=RSS&at_campaign=rss,"Mon, 13 Apr 2026 14:19:02 GMT",BBC World,2026-04-14T00:29:47.378719
Iran carried out highest number of executions in decades,Organisations warn many more people could be executed in the wake of the anti-government protests which swept Iran earlier this year.,https://www.bbc.com/news/articles/cly9ggzy3ngo?at_medium=RSS&at_campaign=rss,"Mon, 13 Apr 2026 12:53:00 GMT",BBC World,2026-04-14T00:29:47.378739
Nigeria Air Force orders investigation after dozens killed in airstrike,"There are reports that more than 100 people were killed, although the authorities have not commented.",https://www.bbc.com/news/articles/cgk021z3ejpo?at_medium=RSS&at_campaign=rss,"Mon, 13 Apr 2026 10:52:08 GMT",BBC World,2026-04-14T00:29:47.378766
Eight to be awarded for bravery in Bondi Junction stabbing,Six people were killed and ten injured after a man went on a stabbing rampage in an Australian mall.,https://www.bbc.com/news/articles/c1w4539z0y9o?at_medium=RSS&at_campaign=rss,"Mon, 13 Apr 2026 01:35:54 GMT",BBC World,2026-04-14T00:29:47.378772
The US blockade of Iran is a gamble. Will it work?,The US military is gambling on the blockade denying Iran vital trade - but questions remain on whether the bet will pay off.,https://www.bbc.com/news/articles/ckgw8w7mzxgo?at_medium=RSS&at_campaign=rss,"Mon, 13 Apr 2026 15:27:43 GMT",BBC World,2026-04-14T00:29:47.378792
Trump's threat raises risks and leaves predicaments unchanged,The conflict is now a test of wills - Iran’s capacity to absorb strikes versus Trump’s tolerance for the war's costs.,https://www.bbc.com/news/articles/c8dl5mly2rzo?at_medium=RSS&at_campaign=rss,"Sun, 12 Apr 2026 22:57:22 GMT",BBC World,2026-04-14T00:29:47.378808
On patrol with Canadian forces securing the Arctic as global threats grow,"Across 5,200 km of Canada's Arctic, its military spent two months on a mission to meet the challenges of a changing north.",https://www.bbc.com/news/articles/cwyj8jjkl78o?at_medium=RSS&at_campaign=rss,"Sun, 12 Apr 2026 23:07:23 GMT",BBC World,2026-04-14T00:29:47.378815
Celebrities and fans pay tributes to Asha Bhosle,Asha Bhosle died in Mumbai on Sunday after being admitted to the hospital following a heart attack.,https://www.bbc.com/news/videos/ckgeljpk4v9o?at_medium=RSS&at_campaign=rss,"Mon, 13 Apr 2026 10:23:54 GMT",BBC World,2026-04-14T00:29:47.378853
How Hungary's knife-edge election could impact the US and Russia,The BBC's Europe Editor Katya Adler reports from Prime Minister Victor Orbán's home town of Felscút.,https://www.bbc.com/news/videos/cpqxy0d1g2yo?at_medium=RSS&at_campaign=rss,"Sun, 12 Apr 2026 02:52:03 GMT",BBC World,2026-04-14T00:29:47.378871
"Still in shock, Beirut tries to heal after deadly Israeli attacks",BBC Middle East Correspondent Hugo Bachega hears from people affected by this week's attacks.,https://www.bbc.com/news/videos/c0rx4ve0klyo?at_medium=RSS&at_campaign=rss,"Sat, 11 Apr 2026 10:10:05 GMT",BBC World,2026-04-14T00:29:47.378884
Starmer announces talks to address the Strait of Hormuz crisis,"Starmer has announced talks to be held this week and co-hosted with France, aiming at diplomatic end to the war on Iran",https://www.aljazeera.com/video/newsfeed/2026/4/13/starmer-announces-talks-to-address-the-strait-of-hormuz-crisis?traffic_source=rss,"Mon, 13 Apr 2026 17:46:16 +0000",Al Jazeera,2026-04-14T00:29:47.805009
EU: No peace possible while “Lebanon is in flames”,Von der Leyen warns Hormuz closure and Israeli strikes on Lebanon threaten regional stability.,https://www.aljazeera.com/video/newsfeed/2026/4/13/eu-no-peace-possible-while-lebanon-is-in?traffic_source=rss,"Mon, 13 Apr 2026 17:28:22 +0000",Al Jazeera,2026-04-14T00:29:47.805024
Bahrain summons Iraqi envoy as pro-Iranian attacks persist in Gulf,"Move reflects regional alarm over attacks by pro-Iranian groups based in Iraq, which continue despite ceasefire.",https://www.aljazeera.com/news/2026/4/13/bahrain-summons-iraqi-envoy-as-pro-iranian-attacks-persist-in-gulf?traffic_source=rss,"Mon, 13 Apr 2026 16:58:09 +0000",Al Jazeera,2026-04-14T00:29:47.805042
Lebanon Latest: Talks scheduled as Israeli strikes continue,"Israeli strikes in southern Lebanon push death toll past 2,000, as talks loom and ceasefire divisions deepen.",https://www.aljazeera.com/video/newsfeed/2026/4/13/aje-onl-aje_onl_lebanon_wrap-130426?traffic_source=rss,"Mon, 13 Apr 2026 15:41:15 +0000",Al Jazeera,2026-04-14T00:29:47.805083
Trump’s threat to blockade Hormuz: Why it’s the latest major escalation,Analysts warn Washington&#039;s blockade could harm the fragile ceasefire between the US and Iran.,https://www.aljazeera.com/news/2026/4/13/trumps-threat-to-blockade-hormuz-why-its-wars-latest-major-escalation?traffic_source=rss,"Mon, 13 Apr 2026 14:14:35 +0000",Al Jazeera,2026-04-14T00:29:47.805124
Pakistan eyes narrow window to resuscitate US-Iran talks after breakdown,"US and Iran end marathon Islamabad talks without agreement, leaving fragile ceasefire under growing strain.",https://www.aljazeera.com/news/2026/4/13/pakistan-eyes-narrow-window-to-resuscitate-us-iran-talks-after-breakdown?traffic_source=rss,"Mon, 13 Apr 2026 13:54:35 +0000",Al Jazeera,2026-04-14T00:29:47.805131
"Israeli forces kill three Palestinians in Gaza, arrest dozens in West Bank","Attacks come as Palestinian groups meet mediators from Egypt, Turkiye and Qatar in Cairo to discuss fragile &#039;ceasefire&#039;.",https://www.aljazeera.com/news/2026/4/13/israeli-forces-kill-three-palestinians-in-gaza-arrest-dozens-in-west-bank?traffic_source=rss,"Mon, 13 Apr 2026 12:52:40 +0000",Al Jazeera,2026-04-14T00:29:47.805138
At least six killed in Israeli strikes in southern Lebanon,"Attacks come as Israel says it is close to taking over a major town in the south, and before peace talks in the US.",https://www.aljazeera.com/news/2026/4/13/at-least-six-killed-in-israeli-strikes-in-southern-lebanon?traffic_source=rss,"Mon, 13 Apr 2026 12:39:20 +0000",Al Jazeera,2026-04-14T00:29:47.805144
Cement company Lafarge found guilty in Syria terrorism financing case,A French court has found cement company Lafarge guilty of financing armed groups during the Syrian war.,https://www.aljazeera.com/video/newsfeed/2026/4/13/cement-company-lafarge-found-guilty-in-syria-terrorism-financing-case?traffic_source=rss,"Mon, 13 Apr 2026 12:18:27 +0000",Al Jazeera,2026-04-14T00:29:47.805150
Israel is trying to change Jerusalem’s religious identity,Israel is destroying the Status Quo to establish full control over Muslim and Christian religious life at holy sites.,https://www.aljazeera.com/opinions/2026/4/13/israel-is-trying-to-change-jerusalems-religious-identity?traffic_source=rss,"Mon, 13 Apr 2026 12:02:43 +0000",Al Jazeera,2026-04-14T00:29:47.805160
Tear gas fired at India workers demanding higher wages as living costs rise,Factory workers protest in national capital&#039;s suburb of Noida as living costs across the world rise due to the Iran war.,https://www.aljazeera.com/news/2026/4/13/tear-gas-fired-at-indian-workers-demanding-higher-wage-as-living-costs-rise?traffic_source=rss,"Mon, 13 Apr 2026 11:35:21 +0000",Al Jazeera,2026-04-14T00:29:47.805166
Iran’s army says US plan to blockade Hormuz ‘amounts to piracy’,"The US restrictions on maritime navigation and transit in international waters are illegal, Iranian military says.",https://www.aljazeera.com/news/2026/4/13/irans-army-says-us-plans-to-blockade-hormuz-amounts-to-piracy?traffic_source=rss,"Mon, 13 Apr 2026 10:52:32 +0000",Al Jazeera,2026-04-14T00:29:47.805189
Ghanaian footballer killed after armed attackers open fire at team bus,"The team was returning from a match when they were attacked by ""masked men wielding guns"", officials say.",https://www.bbc.com/news/articles/czx97pkyy9po?at_medium=RSS&at_campaign=rss,"Mon, 13 Apr 2026 14:19:02 GMT",BBC World,2026-04-14T00:30:12.240621
Iran carried out highest number of executions in decades,Organisations warn many more people could be executed in the wake of the anti-government protests which swept Iran earlier this year.,https://www.bbc.com/news/articles/cly9ggzy3ngo?at_medium=RSS&at_campaign=rss,"Mon, 13 Apr 2026 12:53:00 GMT",BBC World,2026-04-14T00:30:12.240635
Nigeria Air Force orders investigation after dozens killed in airstrike,"There are reports that more than 100 people were killed, although the authorities have not commented.",https://www.bbc.com/news/articles/cgk021z3ejpo?at_medium=RSS&at_campaign=rss,"Mon, 13 Apr 2026 10:52:08 GMT",BBC World,2026-04-14T00:30:12.240655
Eight to be awarded for bravery in Bondi Junction stabbing,Six people were killed and ten injured after a man went on a stabbing rampage in an Australian mall.,https://www.bbc.com/news/articles/c1w4539z0y9o?at_medium=RSS&at_campaign=rss,"Mon, 13 Apr 2026 01:35:54 GMT",BBC World,2026-04-14T00:30:12.240658
The US blockade of Iran is a gamble. Will it work?,The US military is gambling on the blockade denying Iran vital trade - but questions remain on whether the bet will pay off.,https://www.bbc.com/news/articles/ckgw8w7mzxgo?at_medium=RSS&at_campaign=rss,"Mon, 13 Apr 2026 15:27:43 GMT",BBC World,2026-04-14T00:30:12.240671
Trump's threat raises risks and leaves predicaments unchanged,The conflict is now a test of wills - Iran’s capacity to absorb strikes versus Trump’s tolerance for the war's costs.,https://www.bbc.com/news/articles/c8dl5mly2rzo?at_medium=RSS&at_campaign=rss,"Sun, 12 Apr 2026 22:57:22 GMT",BBC World,2026-04-14T00:30:12.240681
On patrol with Canadian forces securing the Arctic as global threats grow,"Across 5,200 km of Canada's Arctic, its military spent two months on a mission to meet the challenges of a changing north.",https://www.bbc.com/news/articles/cwyj8jjkl78o?at_medium=RSS&at_campaign=rss,"Sun, 12 Apr 2026 23:07:23 GMT",BBC World,2026-04-14T00:30:12.240684
Celebrities and fans pay tributes to Asha Bhosle,Asha Bhosle died in Mumbai on Sunday after being admitted to the hospital following a heart attack.,https://www.bbc.com/news/videos/ckgeljpk4v9o?at_medium=RSS&at_campaign=rss,"Mon, 13 Apr 2026 10:23:54 GMT",BBC World,2026-04-14T00:30:12.240712
How Hungary's knife-edge election could impact the US and Russia,The BBC's Europe Editor Katya Adler reports from Prime Minister Victor Orbán's home town of Felscút.,https://www.bbc.com/news/videos/cpqxy0d1g2yo?at_medium=RSS&at_campaign=rss,"Sun, 12 Apr 2026 02:52:03 GMT",BBC World,2026-04-14T00:30:12.240724
"Still in shock, Beirut tries to heal after deadly Israeli attacks",BBC Middle East Correspondent Hugo Bachega hears from people affected by this week's attacks.,https://www.bbc.com/news/videos/c0rx4ve0klyo?at_medium=RSS&at_campaign=rss,"Sat, 11 Apr 2026 10:10:05 GMT",BBC World,2026-04-14T00:30:12.240732
Starmer announces talks to address the Strait of Hormuz crisis,"Starmer has announced talks to be held this week and co-hosted with France, aiming at diplomatic end to the war on Iran",https://www.aljazeera.com/video/newsfeed/2026/4/13/starmer-announces-talks-to-address-the-strait-of-hormuz-crisis?traffic_source=rss,"Mon, 13 Apr 2026 17:46:16 +0000",Al Jazeera,2026-04-14T00:30:12.484565
EU: No peace possible while “Lebanon is in flames”,Von der Leyen warns Hormuz closure and Israeli strikes on Lebanon threaten regional stability.,https://www.aljazeera.com/video/newsfeed/2026/4/13/eu-no-peace-possible-while-lebanon-is-in?traffic_source=rss,"Mon, 13 Apr 2026 17:28:22 +0000",Al Jazeera,2026-04-14T00:30:12.484574
Bahrain summons Iraqi envoy as pro-Iranian attacks persist in Gulf,"Move reflects regional alarm over attacks by pro-Iranian groups based in Iraq, which continue despite ceasefire.",https://www.aljazeera.com/news/2026/4/13/bahrain-summons-iraqi-envoy-as-pro-iranian-attacks-persist-in-gulf?traffic_source=rss,"Mon, 13 Apr 2026 16:58:09 +0000",Al Jazeera,2026-04-14T00:30:12.484587
Lebanon Latest: Talks scheduled as Israeli strikes continue,"Israeli strikes in southern Lebanon push death toll past 2,000, as talks loom and ceasefire divisions deepen.",https://www.aljazeera.com/video/newsfeed/2026/4/13/aje-onl-aje_onl_lebanon_wrap-130426?traffic_source=rss,"Mon, 13 Apr 2026 15:41:15 +0000",Al Jazeera,2026-04-14T00:30:12.484617
Trump’s threat to blockade Hormuz: Why it’s the latest major escalation,Analysts warn Washington&#039;s blockade could harm the fragile ceasefire between the US and Iran.,https://www.aljazeera.com/news/2026/4/13/trumps-threat-to-blockade-hormuz-why-its-wars-latest-major-escalation?traffic_source=rss,"Mon, 13 Apr 2026 14:14:35 +0000",Al Jazeera,2026-04-14T00:30:12.484646
Pakistan eyes narrow window to resuscitate US-Iran talks after breakdown,"US and Iran end marathon Islamabad talks without agreement, leaving fragile ceasefire under growing strain.",https://www.aljazeera.com/news/2026/4/13/pakistan-eyes-narrow-window-to-resuscitate-us-iran-talks-after-breakdown?traffic_source=rss,"Mon, 13 Apr 2026 13:54:35 +0000",Al Jazeera,2026-04-14T00:30:12.484651
"Israeli forces kill three Palestinians in Gaza, arrest dozens in West Bank","Attacks come as Palestinian groups meet mediators from Egypt, Turkiye and Qatar in Cairo to discuss fragile &#039;ceasefire&#039;.",https://www.aljazeera.com/news/2026/4/13/israeli-forces-kill-three-palestinians-in-gaza-arrest-dozens-in-west-bank?traffic_source=rss,"Mon, 13 Apr 2026 12:52:40 +0000",Al Jazeera,2026-04-14T00:30:12.484655
At least six killed in Israeli strikes in southern Lebanon,"Attacks come as Israel says it is close to taking over a major town in the south, and before peace talks in the US.",https://www.aljazeera.com/news/2026/4/13/at-least-six-killed-in-israeli-strikes-in-southern-lebanon?traffic_source=rss,"Mon, 13 Apr 2026 12:39:20 +0000",Al Jazeera,2026-04-14T00:30:12.484659
Cement company Lafarge found guilty in Syria terrorism financing case,A French court has found cement company Lafarge guilty of financing armed groups during the Syrian war.,https://www.aljazeera.com/video/newsfeed/2026/4/13/cement-company-lafarge-found-guilty-in-syria-terrorism-financing-case?traffic_source=rss,"Mon, 13 Apr 2026 12:18:27 +0000",Al Jazeera,2026-04-14T00:30:12.484662
Israel is trying to change Jerusalem’s religious identity,Israel is destroying the Status Quo to establish full control over Muslim and Christian religious life at holy sites.,https://www.aljazeera.com/opinions/2026/4/13/israel-is-trying-to-change-jerusalems-religious-identity?traffic_source=rss,"Mon, 13 Apr 2026 12:02:43 +0000",Al Jazeera,2026-04-14T00:30:12.484668
Tear gas fired at India workers demanding higher wages as living costs rise,Factory workers protest in national capital&#039;s suburb of Noida as living costs across the world rise due to the Iran war.,https://www.aljazeera.com/news/2026/4/13/tear-gas-fired-at-indian-workers-demanding-higher-wage-as-living-costs-rise?traffic_source=rss,"Mon, 13 Apr 2026 11:35:21 +0000",Al Jazeera,2026-04-14T00:30:12.484671
Iran’s army says US plan to blockade Hormuz ‘amounts to piracy’,"The US restrictions on maritime navigation and transit in international waters are illegal, Iranian military says.",https://www.aljazeera.com/news/2026/4/13/irans-army-says-us-plans-to-blockade-hormuz-amounts-to-piracy?traffic_source=rss,"Mon, 13 Apr 2026 10:52:32 +0000",Al Jazeera,2026-04-14T00:30:12.484687
